date,Global_active_energy_kWh,Global_reactive_energy_kWh,Voltage,Global_intensity,Sub_metering_1_Wh,Sub_metering_2_Wh,Sub_metering_3_Wh,next_day_energy_kWh
2008-07-22,12.337366666666666,2.6854666666666662,239.6703055555556,2.272638888888889,0.0,430.0,4886.0,15.7105
2010-02-11,22.829466666666665,2.069166666666666,244.51238194444443,3.9073611111111113,0.0,330.0,9916.0,31.549966666666663
2007-02-03,67.16203333333333,4.097066666666666,238.91019444444444,11.81597222222222,4746.000000000001,4573.0,17834.0,59.93233333333333
2007-05-25,26.903666666666663,2.9098,234.44720138888889,4.863472222222222,8059.999999999999,586.0,6539.0,25.20413333333333
2007-10-27,29.761466666666667,1.8197666666666656,240.2012083333333,5.309166666666667,1374.0,4855.999999999999,8949.0,8.535966666666665
2009-12-09,30.039266666666663,3.126566666666666,242.40731944444445,5.249861111111112,2054.0,3355.0000000000005,7971.0,34.32028045977012
2009-10-15,24.832933333333333,2.327199999999999,241.1221319444444,4.324305555555555,1629.0,463.0,9641.0,25.281
2009-08-22,25.8123,6.963899999999999,241.12323611111108,4.760694444444444,4544.0,3203.0,8549.0,17.778466666666667
2008-12-06,42.06393333333333,3.1357333333333326,241.1365625,7.358333333333333,4005.0,5749.0,9048.0,41.11233333333333
2009-11-08,41.80003333333333,3.778133333333332,243.25039583333333,7.242777777777778,4941.0,2074.9999999999995,14871.0,23.46298079096045
2009-09-12,34.405966666666664,5.419933333333333,240.7070486111111,6.142499999999999,9583.0,1202.0,12601.0,26.19477062146893
2009-10-01,21.4542,3.0902666666666656,241.5295208333333,3.786666666666667,950.0,602.0,9433.0,19.211133333333333
2007-10-23,32.65067471264368,2.13081264367816,241.2305620210728,5.717040229885058,1067.0,5191.758620689655,10683.448275862069,31.09393333333333
2010-03-23,30.369366666666668,3.110566666666666,241.1662986111111,5.370416666666667,2891.9999999999995,1153.0,13107.0,33.245866666666664
2008-04-16,24.817733333333333,2.098399999999999,241.7443888888889,4.316111111111112,838.0,403.0,11322.0,23.264366666666668
2010-03-24,33.245866666666664,3.492633333333332,240.72467361111111,5.801944444444445,1075.0,5832.0,12816.999999999998,27.998066666666663
2008-12-14,33.36866666666667,2.7335666666666656,241.6227986111111,5.8815277777777775,3742.000000000001,2496.9999999999995,5415.0,29.924166666666668
2010-01-16,35.8352,4.041966666666665,243.04523611111108,6.219722222222223,2605.0,2414.9999999999995,13652.0,31.77593333333333
2010-11-21,15.015166666666667,1.993733333333332,241.1801944444444,2.637916666666667,0.0,506.0,4778.0,34.0256
2010-11-07,27.896933333333333,2.9162666666666657,238.4364861111111,4.965972222222223,1026.0,621.0,6943.0,30.425666666666668
2008-01-07,28.263566666666662,1.936199999999999,240.7439375,4.915277777777778,1288.0,281.99999999999994,10294.0,34.05916666666666
2008-05-30,23.2874,3.036966666666665,240.55369444444443,4.202916666666667,0.0,3019.0,11297.999999999998,27.35783333333333
2008-05-10,31.8188,4.830233333333332,240.08622916666664,5.636388888888889,6950.0,612.0,11714.0,26.848666666666663
2008-07-04,15.700333333333331,3.1355333333333326,240.17965277777776,2.828333333333333,0.0,589.0,8301.999999999998,24.4848
2007-08-21,10.709266666666666,2.621799999999999,240.5730555555556,1.9611111111111112,0.0,37.99999999999999,3296.0,20.163466666666665
2009-08-27,12.4911,4.186766666666666,241.638125,2.317638888888889,0.0,664.0,4283.0,18.647366666666667
2009-09-26,25.937566666666665,4.800699999999999,241.1785069444444,4.585277777777778,1943.0,571.0,14581.0,23.507866666666665
2008-10-31,21.430533333333333,1.7391333333333323,241.32977083333333,3.766388888888889,0.0,312.0,10483.0,13.841633333333332
2009-02-20,31.3456,2.4505999999999992,240.19070833333333,5.535,2897.0,293.0,8768.0,21.9364
2009-03-12,31.45433333333333,2.246199999999999,241.9984236111111,5.457916666666667,0.0,364.0,13654.999999999998,24.092
2010-09-09,20.645233333333334,2.799233333333333,240.60321527777776,3.701666666666666,1813.0,2128.0,7016.0,22.13513333333333
2010-02-24,31.904633333333333,2.5021333333333327,241.46579861111115,5.523055555555556,2260.0000000000005,1682.0,14314.999999999998,31.33673333333333
2008-02-05,41.2076,2.5464333333333324,240.97691666666665,7.210555555555556,1097.9999999999998,7802.999999999999,13717.0,27.825666666666667
2009-02-13,28.16703333333333,1.8197666666666656,241.6933333333333,4.891805555555556,1100.0,254.0,11554.0,38.92675632183908
2007-02-09,27.0033,2.6344333333333325,241.7404444444444,4.727222222222222,0.0,3045.0,9770.0,47.15546666666667
2009-07-29,15.033333333333331,3.0911333333333326,241.5004722222222,2.711388888888889,869.0,749.0,7548.999999999999,13.205433333333332
2007-10-29,9.090466666666666,1.4499666666666655,241.19330555555555,1.5744444444444443,0.0,268.99999999999994,2749.0,13.5168
2009-03-19,19.858866666666668,1.940199999999999,242.7762777777777,3.424861111111112,0.0,314.0,9458.0,24.398433333333333
2007-04-05,30.73463333333333,4.075633333333332,241.17310416666663,5.491527777777777,1086.0,4277.0,10523.0,26.685666666666663
2009-03-10,30.6035,1.9150333333333325,241.8284375,5.340694444444445,0.0,281.0,11610.0,40.0984
2009-09-08,18.104233333333333,3.336733333333332,241.35160416666665,3.224305555555556,1002.0,576.9999999999999,8533.0,25.355733333333333
2009-06-20,18.451666666666664,2.9842666666666657,241.4845833333333,3.2494444444444444,0.0,2657.0,9158.999999999998,14.252366666666669
2008-03-12,29.570533333333334,2.303233333333333,241.0572083333333,5.172222222222222,1120.0,2374.0,11042.0,27.92523333333333
2010-09-23,24.164366666666663,2.7489666666666657,240.7245,4.227777777777778,1021.0,754.9999999999999,12002.0,22.1332
2007-10-13,32.11213333333333,2.086733333333332,238.76540972222224,5.700694444444444,969.0,3799.0,8463.0,34.3542
2009-09-01,16.342266666666667,3.617866666666666,241.22110416666663,2.9940277777777777,0.0,696.9999999999999,6073.0,20.380233333333333
2010-06-05,33.49406666666667,4.899833333333333,241.1003819444444,6.095138888888889,10932.0,1253.0,12223.0,29.1132
2008-09-03,23.14143333333333,2.9881333333333324,240.0294583333333,4.118611111111111,1326.0,1902.0,10212.999999999998,20.42033333333333
2007-10-03,21.3409,2.6289666666666656,239.2610694444444,3.8,979.0,5024.0,3692.000000000001,25.30763333333333
2010-09-29,28.073766666666668,2.3234999999999992,241.2234097222222,4.879166666666666,1579.0,648.0,13047.0,20.80463333333333
2008-09-30,22.916766666666668,2.5848666666666658,240.5837708333333,4.024722222222223,998.0,359.99999999999994,7415.0,31.20606666666667
2007-04-22,37.228566666666666,4.4532333333333325,239.60888194444445,6.688472222222223,4264.0,2287.0,11102.0,17.5761
2008-02-19,35.4486,2.292799999999999,241.0101319444444,6.219722222222223,1881.0,4711.0,11200.0,37.56316666666667
2009-01-04,32.33323333333333,2.7889666666666657,244.8224305555556,5.633194444444444,1457.0,5251.0,3244.9999999999995,26.73333333333333
2010-10-12,26.3282,2.837799999999999,240.2606736111111,4.681388888888889,1104.0,780.0,9812.0,34.564766666666664
2009-11-16,25.24113333333333,2.619899999999999,241.884875,4.403194444444445,2021.0,545.0,9354.0,28.471566666666668
2007-06-09,18.716459564164648,3.9543886198547207,240.6594947538337,3.357500168146355,852.0169491525423,666.2736077481841,7150.0,22.346866666666667
2010-11-17,26.3672,2.365266666666666,241.4522430555556,4.6312500000000005,1153.0,491.0,8915.0,27.535866666666667
2007-11-30,38.86213333333333,2.454666666666666,243.48775,6.757222222222222,0.0,7941.0,13601.0,52.24903333333334
2008-09-24,28.639166666666664,2.891199999999999,240.12579166666663,5.031666666666667,2019.0,4730.0,10547.999999999998,18.853666666666665
2007-07-18,12.618033333333331,2.608566666666665,231.08822916666668,2.386805555555556,909.0,671.0,4628.0,11.2981
2009-09-11,20.235766666666667,3.056299999999999,241.1499930555556,3.565555555555555,0.0,631.0,11693.0,34.405966666666664
2007-05-10,11.798066666666664,2.8052333333333324,235.7962569444444,2.2068055555555555,946.0,534.0,3261.0,16.319233333333333
2009-10-18,25.936066666666665,2.377399999999999,240.75084027777777,4.500555555555556,711.9999999999999,499.0,11144.0,22.818466666666662
2009-08-18,18.009966666666667,4.112066666666665,240.8264861111111,3.258194444444445,2306.0,1440.0,6324.0,14.679033333333331
2009-08-31,21.092033333333333,3.6553,238.74290277777777,3.822361111111111,960.0,677.9999999999999,9974.0,16.342266666666667
2008-01-05,36.38746666666667,2.1577333333333324,238.8229444444445,6.446805555555556,2113.0,286.0,14591.0,30.419733333333333
2008-12-01,26.9423,1.977966666666665,243.44584027777776,4.758472222222222,1085.0,309.0,9013.0,29.890733333333333
2007-07-08,18.151333333333334,3.281999999999999,240.3388958333333,3.2893055555555555,1825.0,2831.0,5277.0,19.6693
2008-05-01,9.600233333333332,2.511599999999999,241.4462638888889,1.7023611111111112,0.0,529.9999999999999,2585.9999999999995,24.9628
2009-05-20,21.78603333333333,3.039699999999999,241.31970833333327,3.8394444444444447,1060.9999999999998,1889.0,9470.0,26.2525
2010-10-18,45.2314,4.353066666666666,241.81618055555555,7.903333333333333,2234.0,10218.0,16381.999999999998,32.09963333333334
2009-04-15,20.2677,3.1814333333333327,241.32070833333333,3.610972222222223,1880.0,463.0,5278.0,26.0754
2006-12-27,25.479333333333333,2.981699999999999,243.76736111111111,4.5175,0.0,314.0,6976.0,34.54396666666666
2007-05-17,20.530266666666662,2.1864666666666657,235.8684583333333,3.720972222222222,1014.0,2073.0,7687.0,27.192166666666665
2009-09-15,24.2801,3.071266666666666,240.99238194444445,4.285,1769.0,559.9999999999999,8644.0,29.0527
2007-09-29,38.27536666666666,3.035366666666665,239.1401111111111,6.7931944444444445,4085.0,7457.0,8190.0,25.2715
2007-10-15,21.1055,1.9696999999999991,239.2927083333333,3.721944444444445,1061.0,338.9999999999999,7654.0,32.7407
2010-01-17,31.77593333333333,3.149766666666665,242.54300694444444,5.521527777777777,1992.0,298.0,15044.0,31.35163333333333
2007-10-08,18.25403333333333,2.031599999999999,239.0965486111111,3.231111111111112,0.0,420.0,5082.0,28.130966666666662
2008-08-29,4.459799999999999,2.853099999999999,240.33545138888888,0.875,0.0,430.0,1599.0,4.507066666666666
2010-05-26,23.1314,4.026833333333332,239.54319444444445,4.185,914.0,4500.0,8530.0,22.0557
2009-01-21,28.990566666666663,2.1340666666666657,244.1051875,4.992916666666667,1148.0,2159.0,9830.0,20.6226
2008-07-16,17.95103333333333,3.441033333333333,240.59338194444445,3.236805555555556,1537.0,2799.0,4978.0,21.985366666666668
2008-06-21,28.90423333333333,3.983799999999999,239.4634097222222,5.134166666666666,940.0,5823.0,12828.0,26.10693333333333
2007-11-17,43.50156666666667,2.800499999999999,240.6034236111111,7.598888888888889,2588.0,2199.0,14990.0,36.39763333333333
2007-11-09,36.1871,1.8873666666666653,238.7154375,6.367222222222222,0.0,4573.0,15375.0,43.52666666666666
2010-09-22,25.17323333333333,3.1388333333333325,240.6550277777777,4.468055555555556,2471.9999999999995,1167.0,11768.0,24.164366666666663
2007-12-30,42.6486,2.973933333333332,242.09917361111107,7.465694444444444,3595.0000000000005,3596.9999999999995,13485.0,36.942366666666665
2010-05-19,23.7792,2.520899999999999,241.60104166666667,4.17625,2122.0,659.0,9864.0,19.23163333333333
2007-05-05,26.050866666666664,2.901699999999999,235.03502083333333,4.736111111111112,2913.0,2493.0,11303.0,35.035066666666665
2009-06-16,25.14653333333333,3.5364666666666658,240.8311805555556,4.484861111111111,2983.0,1221.0,13690.999999999998,16.466933333333333
2008-02-21,27.230833333333333,1.8712333333333329,240.7503888888889,4.788472222222223,0.0,307.0,8523.0,28.876066666666667
2010-09-13,17.938666666666666,3.163299999999999,241.15527083333333,3.241111111111111,1301.0,798.0,6710.0,23.84463333333333
2010-04-21,26.3319,2.640099999999999,241.93004166666665,4.556111111111111,0.0,634.9999999999999,12901.999999999998,24.3484
2008-07-27,19.123266666666662,3.885633333333333,238.4711597222222,3.5125,1063.0,858.0,8385.0,13.7634
2008-06-27,29.25253333333333,4.366799999999999,238.9349861111111,5.236666666666667,4159.0,2372.0,10163.0,20.14666666666667
2010-08-06,8.745766666666666,2.7430666666666657,240.9532361111111,1.603611111111111,0.0,507.0,3947.0,8.791266666666667
2007-05-28,27.29113333333333,2.518333333333332,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,17.689
2010-05-07,27.400066666666667,2.4193999999999987,237.4958958333333,4.8156944444444445,1052.9999999999998,332.0,13602.0,25.557033333333333
2008-05-17,27.624233333333333,4.598266666666666,239.47286111111111,4.951527777777778,2158.0,935.0,12472.0,30.065966666666668
2010-04-13,25.21173333333333,2.8523333333333323,241.735125,4.392222222222222,1097.0,646.0,13033.0,27.672733333333333
2010-07-14,23.4912,4.141333333333333,240.34191666666663,4.260555555555555,1064.0,598.0,7575.0,27.23402937853108
2010-05-10,24.464866666666666,2.404966666666666,240.9984097222222,4.260138888888889,0.0,403.0,12893.0,26.189466666666664
2008-03-03,17.3425,1.9055666666666653,240.3519861111112,2.9775,0.0,2207.0,1755.0,27.8165
2009-07-26,9.050266666666666,3.9966333333333326,242.65740277777772,1.7173611111111111,0.0,1019.0,3799.0,11.4761
2008-06-01,30.8146,3.755666666666666,240.6231805555556,5.423194444444444,1906.0,544.9999999999999,11307.0,17.900199999999998
2009-05-13,20.7733,2.8594333333333326,240.63597916666663,3.707361111111111,1419.0,553.0,7127.0,26.783066666666667
2009-07-30,13.205433333333332,3.303433333333332,242.4390138888889,2.4106944444444447,0.0,2304.0,4040.0,16.263833333333334
2010-03-13,39.71683333333333,4.422699999999999,241.9969375,6.905,2848.0,5534.0,17973.0,26.1119
2008-12-31,32.736466666666665,2.1545333333333323,243.2966180555556,5.6876388888888885,2974.9999999999995,246.00000000000003,11860.0,23.444866666666663
2007-03-23,21.8168,1.9914666666666656,241.64547916666663,3.80375,1127.0,777.0,8369.0,49.47383333333333
2008-07-10,20.8546,4.004033333333332,239.86775694444444,3.743472222222222,982.0,552.0,8186.0,20.9036
2009-12-18,29.078433333333333,2.673633333333332,246.59485416666664,4.968333333333334,1194.9999999999998,304.0,11466.0,36.7389
2010-05-16,35.0071,2.7396999999999987,240.9736527777777,6.154444444444444,3361.0,3922.000000000001,11888.0,27.136366666666667
2008-06-15,38.1517,4.6834333333333324,239.45372916666665,6.773611111111111,6471.0,6802.0,11588.999999999998,21.7174
2007-05-26,25.20413333333333,2.903999999999999,235.06988888888887,4.562777777777778,2373.0,2754.0,8628.0,35.8968
2008-06-26,17.60033333333333,3.6235666666666657,239.3514027777778,3.211111111111111,921.0,572.0,8971.0,29.25253333333333
2008-07-18,21.0264,3.260099999999999,239.5771875,3.7369444444444446,1143.0,552.0,9260.0,22.400233333333333
2008-02-23,30.59809425287356,2.210791954022988,239.6702167145594,5.40977969348659,1684.0,2255.965517241379,10052.862068965516,21.05013333333333
2008-02-14,26.7437,1.8940999999999992,240.76481944444444,4.68375,1299.9999999999998,291.0,9299.0,33.42013333333333
2008-01-15,44.781866666666666,1.8857333333333328,240.70948611111112,7.891249999999999,781.9999999999999,6883.0,14512.0,35.59753333333333
2009-11-04,30.03,2.873799999999999,242.07813194444444,5.230833333333334,1075.0,4008.0,12246.0,26.007766666666665
2009-09-20,33.922133333333335,4.928233333333332,241.29544444444448,6.0240277777777775,4532.0,2466.0,11935.0,23.63113333333333
2010-05-04,25.282666666666668,2.570666666666665,236.03702777777772,4.5025,0.0,1018.0,12007.0,30.088466666666665
2008-07-14,18.965433333333333,3.494466666666665,240.4941875,3.431666666666666,2564.0,1995.0,6436.0,19.264333333333333
2008-02-04,27.13563333333333,1.733899999999999,240.2552083333333,4.777222222222222,1161.0,252.0,9531.0,41.2076
2008-02-17,32.2228,2.0012666666666656,242.46983333333333,5.654444444444445,3182.0,2257.0,6049.0,25.240066666666667
2007-10-25,30.898633333333333,2.2033333333333327,240.47263194444443,5.41361111111111,1478.0,2433.0,7385.000000000001,23.959466666666668
2008-08-27,4.301899999999999,2.7645333333333326,240.57646527777777,0.8331944444444445,0.0,399.0,1539.0,4.470766666666666
2010-01-22,29.843766666666667,2.614299999999999,241.8501736111111,5.183194444444445,699.0,352.0,14512.0,43.5178615819209
2010-03-10,30.3772,2.1716333333333324,243.56579166666663,5.196944444444445,1167.0000000000002,375.0,14916.0,32.518166666666666
2010-11-08,30.425666666666668,2.427599999999999,237.7430625,5.373194444444445,1087.0,555.0,13037.999999999998,33.701633333333334
2008-12-04,28.9773,1.8998333333333328,243.4631388888889,5.023750000000001,1085.0,281.0,11314.0,34.3103
2008-11-20,28.2056,2.019866666666666,239.81811805555552,4.984444444444445,1034.0,347.0,7732.0,27.89883333333333
2007-12-08,36.89006666666667,2.5723333333333325,239.55993055555555,6.508055555555555,1133.0,2354.0,12283.0,37.90973333333333
